Loan Name;Account ID;Account Holder Name;Account State;Loan Amount;Principal Due;Total Due;Total Paid;Days In Arrears;Interest from Arrears Balance;Interest from Arrears Due;Interest from Arrears Paid;Days Late;Product;Product Category;Created;Last Modified;Closed Date
AAAA;QTTJ232;João Pinto Gomes;Closed;50000,00;0,00;0,00;10000,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;27-01-2022 14:27:33;27-01-2022 14:35:34;27-01-2022 14:35:33
AAAA;YUNU841;João Pinto Gomes;In Arrears;76251,20;36219,32;37547,42;0,00;536,00;0,00;0,00;0,00;557,00;AAAA;PERSONAL_LENDING;27-01-2022 14:35:33;06-12-2022 17:45:34;
BNPL - Dynamic;MARKETBANK-394439;Gil Pinto;In Arrears;159,98;106,65;106,65;53,33;382,00;0,00;0,00;0,00;382,00;BNPL - KTB;PERSONAL_LENDING;22-06-2022 13:57:55;06-12-2022 17:45:24;
OffsetPartial;JDZE180;Maria Pinto;Active;1000,00;0,00;0,00;202,30;0,00;0,00;0,00;0,00;0,00;OffsetPartial;PERSONAL_LENDING;30-06-2023 16:34:37;31-07-2023 08:38:28;
OffsetPartial;GPEQ854;Maria Pinto;Closed (Written Off);1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;OffsetPartial;PERSONAL_LENDING;30-06-2023 16:41:21;25-07-2023 16:17:18;25-07-2023 16:17:18
Auto_Loan_Test;XOED365;Nuno Tiago;Closed;10000,00;0,00;0,00;12549,88;0,00;0,00;0,00;0,00;0,00;Auto_Loan_Test;PERSONAL_LENDING;14-07-2022 11:00:39;14-07-2022 14:11:10;14-07-2022 14:11:11
Auto_Loan_Test;IVFU511;Nuno Tiago;Closed;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Auto_Loan_Test;PERSONAL_LENDING;14-07-2022 14:20:45;14-07-2022 14:42:15;14-07-2022 14:42:15
Auto_Loan_Test;VCCU497;Nuno Tiago;Closed;10000,00;0,00;0,00;10250,46;0,00;0,00;0,00;0,00;0,00;Auto_Loan_Test;PERSONAL_LENDING;14-07-2022 14:55:46;14-07-2022 14:58:46;14-07-2022 14:58:47
Auto_Loan_Test;ASEY410;Nuno Tiago;Closed;10000,00;0,00;0,00;10299,96;0,00;0,00;0,00;0,00;0,00;Auto_Loan_Test;PERSONAL_LENDING;14-07-2022 16:10:54;14-07-2022 16:28:50;14-07-2022 16:28:50
Buy Now Pay Later;MARKETBANK-270336;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 15:33:04;22-06-2022 16:24:16;22-06-2022 16:24:17
Buy Now Pay Later;MARKETBANK-779804;Gil Pinto;Closed;59,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;13-06-2022 15:33:12;22-06-2022 16:24:21;22-06-2022 16:24:22
Agriculture Loan;IENB560;Antonio Jose Mourao;In Arrears;950,00;875,45;926,35;100,00;627,00;0,00;0,00;0,00;627,00;Agriculture Loan;UNCATEGORIZED;18-10-2021 11:42:25;06-12-2022 17:45:31;
Agriculture Loan;WRIN101;John Williams;Approved;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;06-04-2021 19:58:53;06-12-2022 17:45:27;
Corporate Lending;SSNP347;EmpresaAngelina;Pending Approval;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Corporate Lending;SME_LENDING;03-03-2023 14:20:05;03-03-2023 14:20:05;
Corporate Lending;ATEA620;EmpresaAngelina;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Corporate Lending;SME_LENDING;03-03-2023 14:38:43;03-03-2023 14:38:43;
Agriculture Loan;L02;Martim Leitao Reis;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;06-04-2021 11:03:49;06-12-2022 17:45:27;
Student Loan;L04;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;06-04-2021 11:04:41;06-12-2022 17:45:41;
Capitalized Fee test;L010;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;06-04-2021 11:22:42;06-12-2022 17:45:23;
Credit Card PT;L012;Pedro Miguel Marquez;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;06-04-2021 11:22:56;06-12-2022 17:45:31;
Fishermen Group Loan;L014;Andre Drumond Mateus;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;06-04-2021 11:22:57;06-12-2022 17:45:31;
Personal Loan;L013;Pedro Miguel Marquez;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;06-04-2021 11:23:08;06-12-2022 17:45:44;
Student Loan;L011;Martim Leitao Reis;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;06-04-2021 11:23:15;06-12-2022 17:45:41;
WUBS Loan AT EUR 1D - Updated;L3028358425;Client Nuno Faria;In Arrears;10,00;10,00;10,23;0,00;814,00;0,00;0,00;0,00;814,00;WUBS Loan AT EUR 1D - Updated;SME_LENDING;21-05-2021 16:08:38;06-12-2022 17:45:30;
Personal Loan;LHRX140;Octávio Machado;In Arrears;2000,00;1505,00;1729,93;500,00;209,00;33,91;33,91;0,00;221,00;Personal Loan;;05-12-2022 15:08:00;10-07-2023 00:46:05;
SO Mortgage Account w/offset - EUR;461909156;Sandra Bullock;Approved;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account w/offset - EUR;RETAIL_MORTGAGES;05-07-2023 14:03:09;05-07-2023 14:18:06;
Agriculture Loan;UOTP241;Uros غلامرضایی;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:13:13;06-12-2022 17:45:29;
Agriculture Loan;OPSN677;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:13:14;06-12-2022 17:45:29;
Agriculture Loan;GCYI409;Kulthoom Nwankwo;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:26:56;06-12-2022 17:45:29;
Agriculture Loan;DHTT775;Uros غلامرضایی;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:26:56;06-12-2022 17:45:29;
Agriculture Loan;BTTO799;Nina Quynh;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 14:26:57;06-12-2022 17:45:29;
Agriculture Loan;2;Uros غلامرضایی;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;17-02-2021 15:09:02;06-12-2022 17:45:30;
Agriculture Loan;L00139;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;01-03-2021 17:18:45;06-12-2022 17:45:25;
Car Loan;L00143;Diogo Miguel Dias;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Car Loan;COMMERCIAL;01-03-2021 18:22:23;06-12-2022 17:50:16;
Buy Now Pay Later;MARKETBANK-782492;Roberto Gomes;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 13:10:08;06-12-2022 17:45:33;
Buy Now Pay Later;MARKETBANK-794069;Al2meida Gom2es;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 13:18:05;06-12-2022 17:45:33;
Buy Now Pay Later;MARKETBANK-786425;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;09-06-2022 13:19:55;22-06-2022 16:23:11;22-06-2022 16:23:12
Car Loan;YOBS058;Henrique Martins Correia;Active;20000,00;0,00;0,00;207575,03;0,00;0,00;0,00;0,00;0,00;Car Loan;COMMERCIAL;22-07-2021 07:43:06;06-12-2022 17:50:17;
AAAA;VAFI809;Tomas Moura Silva;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;AAAA;PERSONAL_LENDING;22-07-2021 09:30:45;06-12-2022 17:45:33;
Construction Loan;FPUY290;Henrique Martins Correia;In Arrears;200000,00;0,00;1201,45;185005,00;712,00;0,00;0,00;0,05;717,00;Construction Loan;COMMERCIAL;22-07-2021 13:02:59;21-07-2023 04:04:32;
BNPL;ABXE088;Angelina Jolie;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL;PERSONAL_LENDING;03-04-2023 15:29:35;03-04-2023 15:29:37;
BNPL;HKDG151;Angelina Jolie;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL;PERSONAL_LENDING;03-04-2023 15:32:30;03-04-2023 15:32:31;
LoanProductTest;DRCE988;EmpresaAngelina;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LoanProductTest;SME_LENDING;20-02-2023 16:03:27;28-02-2023 16:52:05;
Construction Loan;L00081;Martim Leitao Reis;Pending Approval;13111751500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;05-04-2021 19:13:51;06-12-2022 17:45:36;
Fishermen Group Loan;L00087;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Credit Card PT;;05-04-2021 19:14:03;06-12-2022 17:45:30;
Buy Now Pay Later;MARKETBANK-881712;Gil Pinto;Closed;69,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Buy Now Pay Later;PERSONAL_LENDING;14-06-2022 13:11:55;22-06-2022 16:24:47;22-06-2022 16:24:48
BNPL - Dynamic;MARKETBANK-719993;Gil Pinto;Closed;159,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:21:49;22-06-2022 16:25:28;22-06-2022 16:25:28
BNPL - Dynamic;MARKETBANK-815825;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:43:51;22-06-2022 16:25:42;22-06-2022 16:25:43
BNPL - Dynamic;MARKETBANK-310182;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:52:25;22-06-2022 16:25:52;22-06-2022 16:25:53
Term Credit - (very) Long Term ;UHLO364;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 14:25:37;13-06-2023 14:25:37;
Term Credit - (very) Long Term ;CXQP358;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 14:58:06;13-06-2023 14:58:07;
Term Credit - (very) Long Term ;TJGG420;Carol Amandino;Approved;1500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Credit - (very) Long Term ;SME_LENDING;13-06-2023 15:18:28;13-06-2023 15:18:28;
SO Mortgage Account - EUR;409943048;BHARATHI N;Closed;1000,00;0,00;0,00;1007,94;0,00;0,00;0,00;0,28;0,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;27-02-2023 15:06:51;21-03-2023 10:47:54;21-03-2023 10:47:54
OffSetFull;HZYU101;Maria Pinto;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;OffSetFull;PERSONAL_LENDING;04-07-2023 14:44:16;04-07-2023 15:12:20;
Construction Loan;PSSA276;Diogo Miguel Dias;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;18-03-2021 15:02:06;06-12-2022 17:45:36;
Personal Loan;GTJW702;John Williams;Approved;2000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;06-04-2021 14:55:46;06-12-2022 17:45:45;
Fishermen Group Loan;JROB135;Diogo Miguel Dias;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 16:57:07;06-12-2022 17:45:20;
Fishermen Group Loan;ADLN741;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 17:22:01;06-12-2022 17:45:40;
Fishermen Group Loan;VVOS346;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;02-03-2021 17:40:32;06-12-2022 17:45:40;
Agriculture Loan;L00046;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;02-03-2021 18:20:48;06-12-2022 17:45:25;
Capitalized Fee test;L00047;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 18:20:49;06-12-2022 17:45:21;
Fishermen Group Loan;XWAM569;Diogo Miguel Dias;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 18:27:08;06-12-2022 17:45:22;
Personal Loan;JDEA442;Diogo Miguel Dias;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;04-03-2021 18:54:23;06-12-2022 17:45:43;
Construction Loan;NVSY870;Diogo Miguel Dias;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;04-03-2021 18:57:26;06-12-2022 17:45:35;
StudentEducationalLoan;GLCU817;BHARATHI N;In Arrears;10000,00;4999,98;5420,75;100,00;158,00;88,15;88,15;0,00;158,00;Mortgages Test Product;RETAIL_MORTGAGES;03-02-2023 10:38:43;03-08-2023 05:15:33;
Agriculture Loan;JTFY490;Mariana Teresa Faria Nascimento Mendes;Closed (Written Off);950,00;0,00;0,00;200,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;15-03-2022 11:09:45;21-03-2022 16:11:24;17-03-2022 12:21:50
Term Loan WUBS AT EUR 3M+;L8469341929;TM_Industries;Closed;60001,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;14-10-2021 11:08:59;14-10-2021 11:08:59;14-10-2021 11:29:11
Term Loan WUBS AT EUR 3M+;L2232900602;TM_Industries;Closed;100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;14-10-2021 11:30:53;14-10-2021 11:31:44;14-10-2021 11:31:44
Term Loan WUBS AT EUR 3M+;L5625522979;TM_Industries;Closed (Written Off);101000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;14-10-2021 11:31:44;14-10-2021 14:58:53;14-10-2021 14:58:54
Revolving ;GEOD886;TM_Industries;Rejected;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Revolving ;PERSONAL_LENDING;14-10-2021 12:25:40;14-10-2021 12:36:09;14-10-2021 12:36:09
Term Loan WUBS AT EUR 3M+;L2598625925;TM_Industries;In Arrears;10000,00;10000,00;15324,98;0,00;672,00;9,71;9,71;0,00;672,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;14-10-2021 14:59:35;06-12-2022 17:50:27;
Agriculture Loan;TGKP108;Jane Doe;In Arrears;950,00;511,08;526,35;500,00;71,00;0,00;0,00;0,00;71,00;Agriculture Loan;UNCATEGORIZED;20-03-2023 11:09:42;30-05-2023 02:43:22;
Agriculture Loan;TXRC080;Client Nuno Faria;In Arrears;950,00;950,00;1026,35;0,00;160,00;0,00;0,00;0,00;160,00;Agriculture Loan;UNCATEGORIZED;29-01-2021 16:17:56;02-03-2023 01:23:52;
Agriculture Loan;NYIV443;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;L00009;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 14:27:05;06-12-2022 17:45:33;
Agriculture Loan;L00010;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 14:27:10;06-12-2022 17:45:33;
Agriculture Loan;L00012;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 14:27:14;06-12-2022 17:45:33;
Agriculture Loan;L00013;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:07:58;06-12-2022 17:45:33;
Agriculture Loan;L00016;Andre Drumond Mateus;Approved;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:08:03;06-12-2022 17:45:33;
Agriculture Loan;L00017;Maria Graca Cardoso;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:14:11;06-12-2022 17:45:34;
Agriculture Loan;L00018;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:14:11;06-12-2022 17:45:34;
Agriculture Loan;L00023;Pedro Miguel Marquez;Approved;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;22-02-2021 16:22:06;06-12-2022 17:45:20;
Term Loan WUBS AT EUR 3M+;L5932646114;Company_;Active;1000000,00;0,00;1748,40;1508835,17;0,00;1748,39;1748,39;176,39;0,00;Term Loan WUBS AT EUR 3M+;COMMERCIAL;29-07-2021 12:50:47;07-06-2023 11:11:23;
WUBS Loan AT EUR 1D - Updated;L7587543432;Chandana Test;In Arrears;12000,00;100,00;108,83;15558,00;642,00;0,00;0,00;0,00;642,00;WUBS Loan AT EUR 1D - Updated;SME_LENDING;30-07-2021 08:11:51;06-12-2022 17:45:34;
Capitalized Fee test;L00050;Martim Leitao Reis;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;02-03-2021 18:56:38;06-12-2022 17:45:22;
Agriculture Loan;RRWN561;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;LVCM989;Joao Luis Pereira;Approved;780,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Agriculture Loan;NKNT202;Joao Luis Pereira;Approved;780,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;13-01-2014 13:00:11;06-12-2022 17:45:23;
Construction Loan;BFAW513;Diogo Miguel Dias;Pending Approval;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Construction Loan;COMMERCIAL;03-03-2021 14:40:39;06-12-2022 17:45:35;
LoanProductTest;NQJN329;Corporate Customer Test;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LoanProductTest;SME_LENDING;20-02-2023 16:23:42;20-02-2023 16:23:42;
SO Mortgage Account - EUR;410459929;BHARATHI N;In Arrears;5000,00;1880,00;1892,65;3154,01;154,00;12,46;12,46;2,68;154,00;SO Mortgage Account - EUR;RETAIL_MORTGAGES;03-03-2023 08:19:29;07-04-2023 01:12:44;
SO Term Loan - EUR;118023987;Iara Silva;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Term Loan - EUR;PERSONAL_LENDING;21-03-2023 15:24:00;21-03-2023 15:24:20;
BNPL - Dynamic;MARKETBANK-806205;Joud  Zaumot;In Arrears;69,99;23,33;23,92;46,66;344,00;0,00;0,00;0,00;376,00;BNPL - KTB;PERSONAL_LENDING;27-06-2022 21:40:19;20-01-2023 01:01:10;
Lohnprodukt;MVMK954;EmpresaAngelina;Pending Approval;10000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LoanProductTest;SME_LENDING;20-02-2023 10:13:12;28-02-2023 16:52:05;
Agriculture Loan;EXKI889;Afonso Carvalho Pereira;Approved;1150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;15-02-2021 11:28:04;06-12-2022 17:45:27;
Student Loan;PWXK718;Fs test;Approved;7000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Student Loan;;15-02-2021 13:13:41;06-12-2022 17:45:40;
BNPL - Dyson with Downpayment;KKQZ030;Joud  Zaumot;Closed;2000,00;0,00;0,00;2096,01;0,00;0,00;0,00;0,72;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 14:23:39;27-06-2022 02:54:00;27-06-2022 02:54:00
BNPL - Vanmoof;HMSU371;Joud  Zaumot;Closed;2500,00;0,00;0,00;2500,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 14:25:05;27-06-2022 02:54:07;27-06-2022 02:54:07
BNPL - Dynamic;MARKETBANK-567380;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:28:21;22-06-2022 16:25:37;22-06-2022 16:25:38
BNPL - Dynamic;LDZI640;Joud  Zaumot;Closed (Written Off);79,99;0,00;0,00;26,66;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:31:13;23-06-2022 16:20:46;23-06-2022 16:20:47
BNPL - Dynamic;GHWX528;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 16:58:32;22-06-2022 16:25:56;22-06-2022 16:25:57
BNPL - Dynamic;ROPK581;Gil Pinto;Closed;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 17:02:44;22-06-2022 16:26:03;22-06-2022 16:26:04
BNPL - Dynamic;QWTG157;Gil Pinto;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 17:04:06;06-12-2022 17:50:29;
BNPL - Dynamic;HKFD672;Gil Pinto;Approved;79,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;BNPL - KTB;PERSONAL_LENDING;15-06-2022 17:05:22;06-12-2022 17:50:29;
Personal Loan;IIGC147;Sara Testing;Approved;3000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;04-02-2021 15:35:45;06-12-2022 17:45:43;
Short loan;KJSV958;Filipe António;Approved;3010,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan test;PERSONAL_LENDING;16-09-2021 15:36:56;06-12-2022 17:45:27;
Revolving ;DISQ676;Client Nuno Faria;In Arrears;1000,00;211,00;214,89;0,00;677,00;4,11;4,11;0,00;690,00;Revolving ;PERSONAL_LENDING;16-09-2021 16:37:15;20-09-2022 10:53:16;
Personal Loan test;MLMC341;António Ferreira;In Arrears;1000,00;768,53;877,56;232,00;658,00;0,00;0,00;0,00;661,00;Personal Loan test;PERSONAL_LENDING;16-09-2021 17:40:47;06-12-2022 17:45:27;
SO Bank BNPL SME;901885993;Upskill-test-group-priscilla;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Bank BNPL SME;SME_LENDING;27-03-2023 14:32:49;27-03-2023 14:33:53;
TesteLoan;JOYV701;Maria Pinto;Closed;500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;TesteLoan;PERSONAL_LENDING;09-06-2023 11:33:42;15-06-2023 14:20:34;15-06-2023 14:20:34
Agriculture Loan;VPJP781;Afonso Carvalho Pereira;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;19-07-2021 15:38:08;06-12-2022 17:45:30;
Agriculture Loan;XBJW623;Afonso Carvalho Pereira;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;19-07-2021 15:40:48;06-12-2022 17:45:30;
Agriculture Loan;VSNR221;Afonso Carvalho Pereira;Approved;1000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Agriculture Loan;UNCATEGORIZED;19-07-2021 15:41:07;06-12-2022 17:45:30;
SO Mortgage Account EURIBOR  - EUR ;414268787;Carol Amandino;Active;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR ;RETAIL_MORTGAGES;25-07-2023 15:43:47;25-07-2023 16:31:04;
SO Mortgage Account EURIBOR  - EUR ;439365618;Carol Amandino;Active;50000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR ;RETAIL_MORTGAGES;25-07-2023 15:43:53;25-07-2023 16:53:03;
testeMortFree;VKVC114;Maria Pinto;Closed;1000,00;0,00;0,00;1000,00;0,00;0,00;0,00;0,00;0,00;testeMortFree;RETAIL_MORTGAGES;25-07-2023 16:13:01;25-07-2023 16:17:03;25-07-2023 16:17:03
SO Mortgage Account EURIBOR  - EUR ;478400695;Carol Amandino;Closed (Written Off);100000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;SO Mortgage Account EURIBOR  - EUR ;RETAIL_MORTGAGES;24-07-2023 15:48:31;25-07-2023 16:30:49;25-07-2023 16:30:49
WUBS Installments Loan EUR;L1747221595;Company_;In Arrears;1000000,00;999900,00;1869850,35;100,00;668,00;216,63;216,63;0,00;668,00;WUBS Installments Loan EUR;COMMERCIAL;08-10-2021 16:17:40;06-12-2022 17:50:29;
Capitalized Fee test;L00073;Andre Drumond Mateus;Approved;1145,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Capitalized Fee test;;30-03-2021 11:50:05;06-12-2022 17:45:23;
Personal Loan;L00076;گلشن Chinwenma;Approved;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Personal Loan;;30-03-2021 11:51:04;06-12-2022 17:45:44;
